0.147 0.147 0.145 0.157 0.176 0.147 0.167 0.672 0.147 0.155
0.109 0.109 0.094 0.016 0.172 0.109 0.078 0.359 0.109 0.125
0.222 0.407 0.444 0.407 0.444 0.222 0.556 0.185 0.222 0.815
0.143 0.143 0.143 0.429 0.429 0.143 0.286 0.429 0.143 0.143
0.111 0.333 0.333 0.444 0.444 0.111 0.333 0.556 0.444 0.333
0.277 0.319 0.319 0.702 0.574 nan 0.649 0.734 nan 0.617
0.618 0.569 0.569 0.657 0.676 nan 0.608 0.735 nan 0.627
0.065 0.142 0.140 0.305 0.345 0.062 0.293 0.961 0.062 0.321
0.418 0.451 0.429 0.418 0.418 nan 0.736 0.440 nan 0.451
0.700 0.683 0.700 0.767 0.867 nan 0.733 0.817 nan 0.850
0.730 0.649 0.730 0.676 0.676 nan 0.676 0.541 nan 0.730
0.638 0.690 0.707 0.983 0.586 nan 0.983 0.586 nan 0.828
0.054 0.072 0.074 0.194 0.213 0.054 0.344 0.265 0.054 0.350
0.400 0.400 0.400 0.800 0.400 nan 0.700 0.800 nan 0.800
0.333 0.286 0.262 0.548 0.476 0.333 nan nan 0.333 0.476
0.400 0.400 0.400 0.800 0.400 nan 0.700 0.800 nan 0.800
0.509 0.418 0.436 0.509 0.564 nan 0.582 0.582 nan 0.673
0.107 0.100 0.105 0.105 0.105 0.124 0.144 0.513 0.170 0.175
0.008 0.008 0.008 0.011 0.019 0.007 0.017 0.009 0.007 0.024
nan 0.221 0.241 0.248 0.268 nan 0.247 nan nan 0.270
0.263 0.227 0.234 0.292 0.264 0.258 0.432 0.484 0.287 0.437
0.018 0.055 0.064 0.027 0.309 0.018 0.091 0.355 0.018 0.027
1.000 nan 1.000 1.000 1.000 nan 1.000 1.000 nan 1.000
0.102 0.105 0.105 0.125 0.125 nan 0.125 0.125 nan 0.125
0.396 0.659 0.660 0.703 0.691 nan 0.713 0.837 nan 0.771
0.481 nan 0.445 0.264 0.266 0.225 0.266 0.664 0.267 0.234
0.194 0.248 0.248 0.328 0.329 0.194 0.325 0.340 0.194 0.320
0.340 0.396 0.388 0.612 0.588 0.340 0.632 0.988 0.356 0.704
0.061 0.054 0.057 0.006 0.014 0.061 0.010 0.564 0.061 0.015
0.051 0.059 0.058 0.012 0.017 0.051 0.014 0.651 0.051 0.019
0.123 0.118 0.126 0.147 0.169 0.121 0.343 0.174 0.144 0.154
0.152 0.146 0.131 0.030 0.038 0.152 0.056 0.701 0.152 0.057
0.152 0.144 0.131 0.030 0.038 0.152 0.056 0.701 0.152 0.057
0.044 0.055 0.051 0.062 0.059 0.044 0.058 0.962 0.044 0.064
0.667 0.636 0.667 0.909 0.909 nan 0.939 0.939 nan 1.000
0.303 nan 0.303 0.978 0.978 0.292 0.989 1.000 0.292 0.989
0.785 0.977 nan 0.913 0.902 nan 0.953 nan nan 0.961
0.022 nan nan 0.011 0.012 0.022 0.013 nan 0.060 0.010
nan nan nan 0.955 1.000 0.364 1.000 1.000 0.455 0.955
0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.000 0.001
0.414 0.354 0.371 0.190 0.195 0.414 0.217 0.658 0.414 0.231
0.440 0.378 0.368 0.188 0.190 0.440 0.199 0.647 0.440 0.226
0.334 0.286 0.276 0.160 0.168 0.334 0.184 0.604 0.334 0.209
0.051 0.047 0.047 0.050 0.046 nan 0.046 nan nan nan
nan nan nan nan nan nan nan nan nan nan
0.028 0.010 0.024 0.055 0.056 0.028 0.038 0.456 0.092 0.031
0.490 0.431 0.431 0.333 0.353 nan 0.412 nan nan 0.471
0.186 0.169 0.186 nan nan 0.203 nan nan 0.237 nan
0.195 0.162 0.177 0.179 nan 0.195 nan nan 0.236 0.230
0.342 0.316 0.326 nan 0.518 0.342 0.423 1.000 0.342 0.529
0.133 0.178 0.170 nan 0.511 0.133 0.459 1.000 0.133 0.526
0.348 0.326 nan nan nan 0.293 nan nan 0.239 0.304
0.101 0.132 nan nan nan 0.107 nan nan 0.094 0.164
0.227 0.215 nan nan nan 0.233 nan nan 0.307 0.200
0.881 0.844 0.844 0.701 0.709 nan 0.718 0.935 nan 0.742
0.199 nan 0.187 0.223 0.240 0.215 0.322 0.500 0.215 0.315
0.010 0.018 0.018 0.047 0.051 0.010 0.050 0.330 0.010 0.054
0.502 0.387 0.463 0.001 0.972 0.519 0.293 0.000 0.519 1.000
0.102 0.092 0.112 0.133 0.122 0.102 0.316 0.286 0.092 0.347
0.109 0.100 0.118 0.464 0.564 0.127 0.527 0.873 0.127 0.573
0.000 0.000 1.000 0.500 0.500 0.000 0.500 0.500 0.000 0.500
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
0.564 0.517 nan 0.441 0.468 nan 0.468 0.700 nan 0.502
0.817 0.771 0.761 0.637 0.641 nan 0.657 0.902 nan 0.672
0.012 0.018 0.017 0.037 0.046 0.012 0.045 0.313 0.012 0.052
0.022 0.020 0.022 0.024 0.032 0.021 0.032 0.023 0.020 0.039
0.143 0.143 0.143 0.429 0.429 0.143 0.286 0.429 0.143 0.143
0.233 0.300 0.300 0.500 0.500 0.200 0.600 0.500 0.200 0.500
0.036 0.036 0.036 0.073 0.118 0.036 0.091 0.282 0.036 0.082
0.001 0.005 0.005 0.016 0.016 0.000 0.023 nan 0.000 0.048
0.254 0.236 0.239 0.489 0.500 0.232 0.500 0.228 0.232 0.489
0.118 0.118 0.145 0.555 0.627 0.118 0.500 0.873 0.118 0.636
0.160 0.157 0.157 0.159 0.159 0.157 0.163 0.446 0.167 0.163
0.009 0.014 0.013 0.042 0.044 0.009 0.049 0.341 0.009 0.055
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.033 0.031 0.031 0.030 0.031 0.033 0.033 0.041 0.033 0.032
0.017 0.034 0.034 0.138 0.310 0.017 0.241 0.310 0.017 0.310
0.000 0.192 0.192 0.216 0.211 0.000 0.204 0.327 0.000 0.212
0.087 0.085 0.086 0.083 0.083 nan 0.083 nan nan nan
0.030 0.028 0.031 0.459 0.464 0.030 0.464 0.035 0.030 0.473
0.245 0.245 0.245 0.273 0.310 nan 0.260 0.501 nan 0.281
0.222 0.261 0.278 0.513 0.374 nan 0.526 0.370 nan 0.374
0.335 0.361 0.356 0.387 0.366 0.356 0.639 0.345 0.356 0.464
0.347 0.276 0.295 0.384 0.591 nan 0.394 0.385 nan 0.615
0.443 0.446 0.461 0.497 0.483 0.431 0.488 0.481 0.451 0.481
0.973 nan nan 0.993 0.966 0.974 0.990 1.000 0.974 0.950
0.313 nan 0.306 0.256 0.253 0.264 0.212 0.348 0.310 0.211
0.029 0.023 0.023 0.238 0.209 0.029 0.134 0.134 0.029 0.192
0.100 0.080 0.077 0.087 0.067 0.100 0.077 0.077 0.100 0.077
0.096 0.096 0.096 0.096 0.096 0.096 0.096 0.535 0.096 0.096
0.320 0.361 0.362 0.402 0.405 0.318 0.405 0.503 0.329 0.434
0.665 0.644 0.650 0.803 0.770 nan 0.787 0.639 nan 0.737
0.001 0.001 0.001 0.004 0.004 0.004 0.004 0.120 0.004 0.001
0.088 0.097 0.096 0.118 0.093 0.091 nan nan 0.091 nan
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.262 0.286 0.333 nan nan nan nan nan nan nan
0.020 0.020 0.019 0.031 0.048 0.020 0.162 0.223 0.020 0.167
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.037 0.032 0.032 0.040 0.040 0.038 0.033 0.500 0.052 0.028
0.739 0.739 0.739 0.957 1.000 nan 0.957 1.000 nan 1.000
0.254 0.236 0.239 0.489 0.500 nan 0.500 0.228 nan 0.489
nan 0.460 0.453 0.438 0.434 nan 0.429 0.498 nan 0.430
0.500 0.000 0.500 0.000 0.000 0.500 0.000 0.500 0.500 0.500
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.134 0.124 0.112 0.148 0.216 nan 0.183 0.269 nan 0.429
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
0.018 0.021 0.017 0.029 0.024 0.018 0.031 0.503 0.018 0.067
0.001 0.003 0.003 0.020 0.020 0.002 0.190 0.503 0.002 0.020
0.374 0.334 0.357 0.419 0.416 0.375 0.476 0.467 0.371 0.448
0.409 0.445 0.436 0.618 0.664 nan 0.645 0.891 nan 0.664
0.035 0.039 0.047 0.045 0.037 0.028 0.060 0.152 0.028 0.045
0.023 0.038 0.031 0.038 0.031 0.023 0.038 0.400 0.023 0.038
0.565 0.571 0.588 0.613 0.701 nan 0.642 0.627 nan 0.809
0.103 0.102 0.101 0.259 0.266 0.099 0.259 0.744 0.099 0.268
0.576 0.593 0.542 0.644 0.424 nan 0.559 0.525 nan 0.390
0.161 0.152 0.154 0.173 0.192 0.160 0.202 0.187 0.163 0.194
0.500 0.000 0.500 0.000 0.000 0.500 0.000 0.500 0.500 0.500
nan nan nan nan nan nan nan nan nan nan
0.875 nan 0.875 0.875 1.000 nan 1.000 1.000 nan 1.000
0.381 0.375 0.372 0.353 0.349 nan 0.378 0.456 nan 0.343
0.409 0.445 0.436 0.618 0.664 nan 0.645 0.891 nan 0.664
0.084 0.087 0.088 0.115 0.095 0.085 0.141 0.091 0.089 0.185
nan 0.094 0.156 0.438 0.469 nan 0.375 0.531 nan 0.531
0.298 0.281 0.300 0.353 0.332 0.293 0.351 0.328 0.295 0.625
0.011 0.006 0.006 0.028 0.028 0.011 0.028 0.511 0.011 0.044
0.433 0.390 0.409 0.505 0.478 nan 0.454 0.522 nan 0.484
0.300 0.200 0.267 0.433 0.400 0.300 0.267 0.500 0.300 0.367
0.092 0.062 0.092 0.108 0.123 0.092 nan nan nan nan
0.306 0.301 0.302 0.353 0.332 0.301 0.434 0.464 0.303 0.433
0.118 0.132 0.137 0.125 0.113 0.118 0.817 0.110 0.118 0.164
0.212 0.218 0.228 0.212 0.223 0.218 0.376 0.472 0.212 0.337
0.415 0.293 0.366 0.439 0.390 0.366 0.439 0.488 0.390 0.610
0.090 0.085 0.080 0.137 0.123 0.091 0.180 0.367 0.090 0.275
0.091 0.078 0.091 0.058 0.058 0.065 0.084 0.039 0.065 0.162
0.475 0.425 0.400 0.438 0.425 nan 0.425 0.438 nan 0.425
0.357 0.381 nan nan nan nan nan nan nan 0.548
0.130 0.138 0.144 0.110 0.108 0.132 0.104 0.104 0.132 0.104
0.023 0.031 0.031 0.023 0.023 0.023 0.023 0.400 0.023 0.023
0.151 0.139 0.133 0.052 0.067 0.151 0.071 0.753 0.151 0.077
0.219 0.217 0.217 0.267 0.271 nan 0.322 0.502 nan 0.313
0.744 0.768 0.744 0.744 0.768 0.744 0.793 0.671 0.744 0.707
0.140 0.133 0.136 0.048 0.067 0.140 0.056 0.727 0.140 0.080
0.066 0.073 0.073 0.021 0.039 0.066 0.043 0.599 0.066 0.043
0.151 0.142 0.137 0.078 0.073 0.151 0.108 nan 0.140 0.135
0.039 0.043 0.040 0.019 0.020 0.039 0.025 0.554 0.039 0.021
0.064 0.045 0.045 0.014 0.022 0.064 0.017 0.418 0.064 0.022
0.048 0.049 0.049 0.013 0.012 0.048 0.015 0.331 0.048 0.009
0.098 0.102 0.102 0.192 0.438 0.096 0.125 0.089 0.096 0.678
0.233 0.202 0.207 0.130 0.140 0.233 0.133 0.561 0.233 0.140
0.092 0.097 0.095 0.032 0.060 0.092 0.047 0.689 0.092 0.092
0.036 0.029 0.027 0.010 0.007 0.036 0.012 0.423 0.036 0.012
0.104 0.105 0.104 0.121 0.121 nan 0.125 0.125 nan 0.125
0.100 0.100 0.109 0.627 0.700 0.100 0.545 0.909 0.100 0.500
0.215 0.215 0.215 0.264 0.271 nan 0.322 0.500 nan 0.315
0.077 0.074 0.074 0.074 0.847 0.077 0.074 0.074 0.077 0.924
0.030 0.029 0.029 0.053 0.083 0.030 0.179 0.502 0.030 0.179
0.128 nan nan nan nan nan nan nan nan nan
0.092 0.070 0.069 0.076 0.563 0.092 0.074 0.074 0.078 0.074
0.075 0.069 0.069 0.075 0.543 nan 0.074 0.074 nan 0.325
0.216 0.224 0.219 0.284 0.270 0.217 0.267 0.440 0.217 0.243
0.102 0.083 0.107 0.222 0.210 0.090 0.127 0.433 0.095 0.137
nan nan nan nan nan nan nan nan nan nan
0.074 0.074 0.074 0.074 0.074 0.074 0.074 0.074 0.074 0.074
0.004 0.006 0.005 0.102 0.015 0.003 0.015 nan 0.003 nan
0.565 0.565 0.553 0.697 0.659 nan 0.695 0.617 nan 0.638
0.107 0.099 0.100 0.093 0.105 nan 0.099 0.091 nan 0.097
nan nan nan nan nan nan nan nan nan nan
0.190 0.248 0.252 0.357 0.368 0.190 0.581 0.876 0.190 0.496
nan nan nan nan nan nan nan nan nan nan
0.297 0.269 0.251 0.136 0.151 0.297 0.137 0.607 0.297 0.172
0.006 0.003 0.003 nan nan 0.006 nan nan 0.006 nan
0.318 0.272 0.248 0.148 0.172 0.318 0.156 0.595 0.318 0.172
0.469 0.367 0.430 0.097 0.878 0.483 0.318 0.097 0.483 0.903
0.075 nan nan nan nan 0.063 nan nan 0.071 0.109
0.416 0.432 0.426 0.405 0.405 nan 0.405 0.405 nan 0.405
nan 0.450 0.533 0.517 0.483 nan 0.483 0.517 nan 0.483
nan 0.334 0.334 0.560 0.440 nan 0.560 0.440 nan 0.440
nan 0.333 0.333 0.333 0.333 nan 0.333 0.667 nan 0.333
0.166 0.142 0.143 0.095 0.098 0.166 0.104 0.574 0.166 0.116
0.209 0.192 0.182 0.202 0.202 0.209 0.276 0.492 0.249 0.300
0.844 0.883 0.883 0.909 0.922 0.870 0.896 0.987 0.831 0.896
nan 0.322 0.322 0.550 0.397 nan 0.560 0.440 nan 0.439
0.208 0.232 0.236 0.248 0.245 0.205 0.182 0.252 0.220 0.181
0.052 0.065 0.052 0.065 0.065 0.052 0.091 0.208 0.052 0.052
0.333 0.333 0.333 0.500 0.667 0.333 0.333 0.333 0.333 0.833
0.218 0.208 0.207 0.270 0.267 nan 0.314 0.506 nan 0.296
0.088 0.088 0.088 0.947 0.965 0.088 0.947 1.000 0.088 0.965
nan 0.217 0.236 0.255 0.226 nan 0.113 0.557 nan 0.226
0.090 0.986 0.087 0.239 0.261 0.093 0.241 0.991 0.093 0.273
nan nan nan nan nan nan nan nan nan nan
0.482 nan 0.462 0.331 0.336 0.302 0.338 0.665 0.326 0.313
0.063 0.059 0.064 0.178 0.169 0.065 0.091 0.410 0.068 0.084
0.139 0.146 0.141 0.157 0.172 0.133 0.300 0.429 0.135 0.259
0.500 0.500 0.500 0.250 0.750 0.500 0.250 0.750 0.500 0.750
0.169 0.156 0.156 0.195 0.286 0.169 0.208 0.753 0.169 0.221
nan nan nan 0.486 0.458 0.430 0.491 0.491 0.429 0.458
0.112 0.138 0.136 0.136 nan 0.123 nan nan 0.123 nan
0.911 0.901 0.911 0.881 0.901 0.911 0.881 0.990 0.911 0.891
0.278 0.261 0.278 0.452 0.370 nan 0.400 0.370 nan 0.374
nan nan nan nan nan nan nan nan nan nan
nan 0.276 nan 0.359 0.346 nan 0.374 0.498 nan 0.376
0.487 0.487 0.487 0.493 0.583 nan 0.503 0.457 nan 0.517
0.545 0.500 0.545 0.864 0.864 nan 0.773 0.795 nan 0.909
0.794 0.818 0.809 0.908 0.826 nan 0.739 0.837 nan 0.941
0.333 0.364 0.333 0.364 0.485 nan 0.364 0.364 nan 0.455
0.038 0.029 0.029 nan 0.171 0.038 0.143 1.000 0.038 0.152
0.549 0.579 0.591 0.657 0.696 0.549 0.616 0.627 0.549 0.861
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
0.929 0.943 0.943 0.986 0.986 nan 0.957 0.986 nan 1.000
0.458 0.457 0.459 0.472 0.482 0.458 0.460 0.453 0.458 0.454
0.467 nan 0.427 nan 0.360 0.481 0.440 0.894 0.486 0.381
0.377 0.411 0.397 0.419 0.415 nan 0.422 0.536 nan 0.466
0.055 nan 0.054 0.110 0.104 0.055 0.071 0.387 0.060 0.065
0.760 0.675 0.681 0.504 0.538 nan 0.490 0.874 nan 0.507
0.326 0.359 0.391 0.337 nan 0.326 nan nan 0.315 nan
0.500 0.500 0.500 0.500 0.500 nan 0.500 1.000 nan 0.500
1.000 nan 1.000 0.367 0.449 1.000 0.408 1.000 1.000 0.388
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
0.515 0.515 0.576 0.818 1.000 nan 0.667 0.485 nan 0.697
nan nan nan nan nan nan nan nan nan nan
nan 0.600 0.600 0.600 0.600 nan 0.600 0.600 nan 0.600
0.631 0.577 nan 0.461 0.464 nan 0.479 0.792 nan 0.477
0.375 0.500 0.625 0.500 0.375 nan 0.375 0.500 nan 0.500
nan nan nan nan nan nan nan nan nan nan
0.551 nan 0.539 0.523 0.523 0.557 0.524 0.821 0.562 0.557
0.414 0.376 0.402 0.459 0.466 0.418 0.478 0.500 0.428 0.468
